,index,Id,MSSubClass,MSZoning,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
283,284,285,120,0,8012,0,0,0,0,0,0,0,12,0,0,3,1,6,5,1992,1992,0,0,7,11,1,0.0,0,0,0,0,0,0,0,430,0,0,1145,1575,0,1,0,0,1575,0,0,1575,1,0,2,0,2,1,0,5,0,0,0,0,79.0,0,2,529,0,0,0,0,0,52,0,0,0,0,0,0,0,7,2007,0,0,179200
284,285,286,160,3,4251,0,2,1,0,0,0,0,5,0,0,3,0,7,5,2006,2007,0,0,1,1,1,0.0,0,0,0,0,0,0,2,0,0,0,625,625,0,0,0,0,625,625,0,1250,0,0,2,1,2,1,0,5,0,0,0,1,13.0,0,2,528,0,0,0,0,54,0,0,0,0,0,0,0,0,6,2007,1,2,164700
285,286,287,50,0,9786,0,0,1,1,0,0,0,11,0,0,0,2,6,7,1962,1981,0,0,2,5,1,0.0,1,0,1,1,0,0,3,600,0,0,312,912,0,2,0,0,1085,649,0,1734,0,0,1,1,3,1,0,7,0,1,2,0,12.0,0,2,440,0,0,0,0,0,0,0,128,0,0,3,0,0,6,2006,0,0,159000
286,287,288,20,0,8125,0,0,1,0,0,2,0,11,0,0,0,1,4,4,1971,1971,0,0,3,3,1,0.0,1,0,1,1,0,0,4,614,0,0,244,858,0,2,0,0,858,0,0,858,0,0,1,0,3,1,1,5,0,0,0,4,31.0,3,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,6,2006,0,0,88000
287,288,289,20,0,9819,0,0,1,0,0,0,0,9,0,0,0,1,5,5,1967,1967,0,0,1,1,0,31.0,1,1,1,1,0,0,4,450,0,0,432,882,0,2,0,0,900,0,0,900,0,0,1,0,3,1,1,5,0,0,0,1,16.0,1,1,280,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2010,0,0,122000
288,289,290,70,0,8730,0,0,0,0,0,0,0,8,6,0,0,0,6,7,1915,2003,0,0,2,5,1,0.0,1,0,2,1,0,0,2,0,0,0,698,698,0,0,0,2,698,698,0,1396,0,0,1,0,3,1,1,7,0,0,0,1,0.0,1,1,384,0,0,0,0,0,0,0,259,0,0,0,0,0,7,2007,0,0,153575
289,290,291,60,0,15611,0,0,0,0,0,0,0,0,0,0,0,0,8,5,2006,2006,0,0,0,0,1,0.0,0,0,0,0,0,3,2,0,0,0,1079,1079,0,0,0,0,1079,840,0,1919,0,0,2,1,3,1,0,8,0,1,2,0,13.0,0,2,685,2,0,0,0,51,0,0,0,0,0,0,0,0,7,2006,1,2,233230
290,291,292,190,0,5687,0,1,0,1,0,0,0,23,0,0,1,0,5,6,1912,2000,0,0,0,0,1,0.0,1,2,0,1,3,0,3,210,0,0,570,780,0,0,1,0,936,780,0,1716,1,0,2,0,6,1,3,9,0,0,0,4,31.0,3,0,0,3,2,1,0,184,0,0,0,0,0,0,0,0,3,2008,0,0,135900
291,292,293,50,0,11409,0,0,0,0,0,0,0,15,0,0,0,2,5,4,1949,2008,0,0,2,5,1,0.0,1,0,1,1,0,0,6,292,0,0,476,768,0,1,0,0,1148,568,0,1716,0,0,1,1,3,1,1,8,3,1,2,0,74.0,1,1,281,0,0,0,0,0,0,0,160,0,0,0,0,0,1,2009,0,0,131000
292,293,294,60,0,16659,0,0,1,0,0,2,0,6,7,0,0,0,7,7,1977,1994,0,0,7,4,0,34.0,1,0,1,1,0,0,1,795,0,0,0,795,0,3,0,0,1468,795,0,2263,1,0,2,1,3,1,0,9,0,1,1,0,33.0,2,2,539,0,0,0,0,250,0,0,0,0,0,0,0,0,3,2006,0,0,235000
293,294,295,20,0,9600,0,0,0,0,0,0,0,11,0,0,0,1,6,5,1953,1953,1,0,3,3,2,238.0,1,0,1,1,0,0,0,1285,0,0,131,1416,0,2,0,0,1644,0,0,1644,1,0,1,0,3,1,1,7,0,2,2,0,30.0,2,2,418,0,0,0,110,0,0,0,0,0,0,0,0,0,10,2009,0,0,167000
294,295,296,80,0,7937,0,0,1,0,0,3,0,4,0,0,0,5,6,6,1984,1984,0,0,3,3,1,0.0,1,0,1,1,0,3,0,819,0,0,184,1003,0,2,0,0,1003,0,0,1003,1,0,1,0,3,1,1,6,0,0,0,1,61.0,1,2,588,0,0,0,120,0,0,0,0,0,0,3,0,0,3,2006,0,0,142500
295,296,297,50,1,13710,0,0,0,0,0,0,0,13,0,0,0,2,5,5,1950,1950,0,0,2,5,1,0.0,1,0,1,1,0,0,4,420,0,0,490,910,0,2,0,2,910,648,0,1558,0,0,1,1,4,1,1,6,0,0,0,0,50.0,1,1,282,0,0,0,289,0,0,0,0,0,0,1,0,0,6,2007,0,0,152000
296,297,298,60,3,7399,0,2,1,0,0,0,0,5,0,0,0,0,7,5,1997,1998,1,0,0,0,0,1600.0,0,0,0,0,0,0,4,649,0,0,326,975,0,0,0,0,975,975,0,1950,0,0,2,1,3,1,0,7,0,1,1,1,34.0,0,2,576,0,0,0,0,10,0,0,198,0,0,0,0,0,6,2007,0,0,239000
297,298,299,60,0,11700,0,0,0,0,0,0,0,6,0,0,0,0,6,6,1968,1968,3,0,3,12,0,365.0,0,0,1,1,0,0,1,384,4,175,143,702,0,1,0,0,1041,702,0,1743,0,1,1,2,3,1,1,7,0,1,2,0,21.0,1,2,539,0,0,0,224,0,0,0,0,0,0,0,0,0,6,2007,0,0,175000
298,299,300,20,0,14000,0,0,0,0,0,0,0,2,0,0,0,1,6,8,1950,2004,0,0,3,3,1,0.0,1,1,1,1,0,0,2,0,0,0,1092,1092,0,0,0,0,1152,0,0,1152,0,1,1,0,3,1,0,6,0,1,2,0,50.0,1,1,300,0,0,0,0,36,0,0,0,0,0,3,0,0,8,2009,0,5,158500
299,300,301,190,0,15750,0,0,0,0,0,2,0,2,0,0,1,1,5,5,1953,1953,1,0,1,1,0,56.0,1,0,1,1,0,2,4,841,0,0,324,1165,0,2,0,0,1336,0,0,1336,1,0,1,0,2,1,1,5,0,2,2,0,30.0,1,1,375,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2006,0,0,157000
300,301,302,60,0,16226,0,0,3,0,0,0,0,0,0,0,0,0,8,5,1998,1999,0,0,0,0,1,0.0,0,0,0,0,0,0,0,281,0,0,747,1028,0,0,0,0,1210,1242,0,2452,0,0,2,1,4,1,0,9,0,1,1,2,3.0,2,2,683,0,0,0,208,50,0,0,0,0,0,0,0,0,5,2007,0,0,267000
301,302,303,20,0,13704,0,0,1,0,0,2,0,0,0,0,0,1,7,5,2001,2002,0,0,0,0,0,150.0,0,0,0,0,0,0,2,0,0,0,1541,1541,0,0,0,0,1541,0,0,1541,0,0,2,0,3,1,0,6,0,1,1,0,2.0,0,3,843,0,0,0,468,81,0,0,0,0,0,0,0,0,1,2006,0,0,205000
302,303,304,20,0,9800,0,0,0,0,0,2,0,0,0,0,0,1,5,7,1972,1972,0,0,0,0,1,0.0,1,0,0,1,0,0,1,894,0,0,0,894,0,2,0,0,894,0,0,894,1,0,1,0,3,1,1,5,0,0,0,0,58.0,1,2,552,0,0,0,256,0,0,0,0,0,0,2,0,0,7,2006,0,1,149900
303,304,305,75,1,18386,0,0,0,0,0,0,0,7,0,0,0,7,7,9,1880,2002,0,0,6,6,1,0.0,1,0,2,1,0,0,2,0,0,0,1470,1470,0,0,0,0,1675,1818,0,3493,0,0,3,0,3,1,0,10,0,1,4,0,0.0,1,3,870,0,0,0,302,0,0,0,0,0,0,0,0,0,5,2008,0,0,295000
304,305,306,20,0,10386,0,0,0,0,0,0,0,0,0,0,0,1,8,5,2004,2005,0,0,6,6,2,246.0,0,0,0,0,0,0,0,1464,0,0,536,2000,0,0,0,0,2000,0,0,2000,1,0,2,0,3,1,0,8,0,0,0,0,6.0,2,3,888,0,0,0,168,0,0,0,0,0,0,0,0,0,7,2007,0,0,305900
305,306,307,60,0,13474,0,0,0,0,0,0,0,12,1,0,0,0,7,5,1990,1991,0,0,3,4,0,246.0,0,0,1,0,0,0,1,700,0,0,0,700,0,1,0,0,1122,1121,0,2243,1,0,2,1,4,1,0,8,0,1,1,0,41.0,0,3,746,0,0,0,127,44,224,0,0,0,0,0,0,0,6,2007,0,0,225000
306,307,308,50,1,7920,0,1,1,0,0,0,0,13,3,0,0,2,6,7,1920,1950,0,0,1,1,1,0.0,1,2,1,1,0,0,2,0,0,0,319,319,0,2,0,2,1035,371,0,1406,0,0,1,0,3,1,3,6,0,0,0,4,31.0,3,0,0,3,2,1,0,144,0,0,0,0,0,1,0,0,3,2008,0,0,89500
307,308,309,30,0,12342,0,0,1,0,0,0,0,15,0,0,0,1,4,5,1940,1950,0,0,0,0,1,0.0,1,0,1,1,0,0,4,262,0,0,599,861,0,0,0,0,861,0,0,861,0,0,1,0,1,1,1,4,0,0,0,1,51.0,1,2,539,0,0,0,158,0,0,0,0,0,0,0,0,0,3,2009,0,0,82500
308,309,310,20,0,12378,0,0,1,0,0,0,0,10,0,0,0,1,9,5,2003,2004,0,0,0,0,1,0.0,0,0,0,2,0,1,0,1274,0,0,622,1896,0,0,0,0,1944,0,0,1944,1,0,2,0,3,1,2,8,0,3,4,0,0.0,2,3,708,0,0,0,208,175,0,0,0,0,0,0,0,0,11,2006,0,0,360000
309,310,311,60,0,7685,0,0,1,0,0,0,0,17,0,0,0,0,6,5,1993,1994,0,0,3,3,0,112.0,1,0,0,0,0,0,1,518,0,0,179,697,0,1,0,0,697,804,0,1501,0,0,2,1,3,1,0,6,0,1,1,0,5.0,2,2,420,0,0,0,190,63,0,0,0,0,0,0,0,0,5,2006,0,0,165600
310,311,312,20,0,8000,0,0,0,0,0,0,0,11,0,0,0,1,6,6,1948,2002,0,0,0,0,1,0.0,1,1,1,1,0,0,1,680,0,0,292,972,0,0,0,0,972,0,0,972,1,0,1,0,2,1,1,5,0,1,2,1,47.0,1,1,240,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2009,0,0,132000
311,312,313,190,1,7800,0,0,0,0,0,0,0,7,3,0,1,2,5,7,1939,1950,0,0,1,1,1,0.0,1,0,1,0,0,2,3,507,0,0,286,793,0,2,0,0,793,325,0,1118,1,0,1,0,3,1,1,5,0,1,2,1,9.0,1,2,410,0,0,0,0,0,0,0,271,0,0,1,0,0,5,2006,0,0,119900
312,313,314,20,0,215245,0,0,3,2,0,0,2,16,0,0,0,1,7,5,1965,1965,1,0,4,7,1,0.0,1,0,1,0,0,1,1,1236,4,820,80,2136,1,2,0,0,2036,0,0,2036,2,0,2,0,3,1,1,8,0,2,2,0,10.0,0,2,513,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2009,0,0,375000
313,314,315,70,1,9600,0,1,0,0,0,0,0,7,0,0,0,0,7,7,1925,1990,0,0,2,5,1,0.0,1,0,2,1,1,0,6,16,0,0,712,728,0,0,0,0,832,809,0,1641,0,1,1,1,3,1,2,6,0,1,2,1,80.0,1,2,546,1,0,0,0,0,234,0,0,0,0,0,0,0,8,2006,0,0,178000
314,315,316,60,0,7795,0,0,1,0,0,0,0,17,0,0,0,0,7,5,2004,2005,0,0,0,0,1,0.0,0,0,0,0,0,0,0,425,0,0,291,716,0,0,0,0,716,716,0,1432,1,0,2,1,3,1,0,6,0,1,2,0,6.0,2,2,432,0,0,0,100,51,0,0,0,0,0,0,0,0,7,2009,0,0,188500
315,316,317,60,0,13005,0,0,1,0,0,2,0,6,0,0,0,0,7,7,1980,1980,0,0,6,6,0,278.0,0,0,1,0,0,0,0,692,0,0,153,845,0,2,0,0,1153,1200,0,2353,1,0,2,1,4,1,2,10,0,1,1,0,32.0,0,2,484,0,0,0,288,195,0,0,0,0,0,3,0,0,8,2009,0,0,260000
316,317,318,60,3,9000,0,0,0,0,0,0,0,5,0,0,0,0,8,5,2006,2006,0,0,0,0,1,0.0,0,0,0,0,0,3,2,0,0,0,1088,1088,0,0,0,0,1088,871,0,1959,0,0,2,1,3,1,0,8,0,1,2,0,13.0,0,3,1025,0,0,0,208,46,0,0,0,0,0,0,0,0,12,2007,0,0,270000
317,318,319,60,0,9900,0,0,0,2,0,0,1,3,0,0,0,0,7,5,1993,1993,0,0,3,3,0,256.0,0,0,0,0,0,1,0,987,0,0,360,1347,0,0,0,0,1372,1274,0,2646,1,0,2,1,4,1,0,9,0,1,1,0,5.0,0,3,656,0,0,0,340,60,144,0,0,0,0,0,0,0,4,2009,0,0,260000
318,319,320,80,0,14115,0,0,0,0,0,0,0,6,0,0,0,5,7,5,1980,1980,0,0,7,4,0,225.0,1,0,1,0,0,3,0,1036,0,0,336,1372,0,2,0,0,1472,0,0,1472,1,0,2,0,3,1,1,6,0,2,1,0,70.0,1,2,588,0,0,0,233,48,0,0,0,0,0,0,0,0,6,2009,0,0,187500
319,320,321,60,0,16259,0,0,0,0,0,2,0,10,0,0,0,0,9,5,2006,2006,0,0,0,0,2,370.0,1,0,0,2,1,3,2,0,0,0,1249,1249,0,0,0,0,1249,1347,0,2596,0,0,3,1,4,1,0,9,0,0,0,0,13.0,0,3,840,0,0,0,240,154,0,0,0,0,0,0,0,0,9,2006,1,2,342643
320,321,322,60,0,12099,0,0,1,0,0,0,0,10,0,0,0,0,8,5,2004,2004,0,0,0,0,0,388.0,0,0,0,2,0,3,0,970,0,0,166,1136,0,0,0,0,1136,1332,0,2468,1,0,2,1,4,1,0,10,0,1,2,2,6.0,2,3,872,0,0,0,184,154,0,0,0,0,0,0,0,0,6,2007,0,0,354000
321,322,323,60,0,10380,0,0,1,0,0,0,0,12,0,0,0,0,7,5,1986,1987,0,0,7,4,0,172.0,0,0,1,1,0,1,6,28,3,1474,0,1502,0,0,0,0,1553,1177,0,2730,1,0,2,1,4,1,0,8,0,1,1,0,43.0,2,2,576,0,0,0,201,96,0,0,0,0,0,1,0,0,8,2007,0,0,301000
322,323,324,20,1,5820,0,0,0,0,0,0,0,7,0,0,0,1,3,8,1955,2005,0,0,0,0,1,0.0,1,1,1,1,0,0,1,256,0,0,906,1162,0,0,0,0,1163,0,0,1163,1,0,1,0,3,1,1,6,0,0,0,0,63.0,1,1,220,1,0,0,142,98,0,0,0,0,0,0,0,0,7,2006,0,0,126175
323,324,325,80,0,11275,0,0,0,0,0,2,0,11,2,0,0,5,7,7,1967,2007,3,3,2,5,0,300.0,0,1,1,0,0,0,2,0,0,0,710,710,0,0,0,0,1898,1080,0,2978,0,0,2,1,5,1,0,11,0,1,2,2,51.0,2,2,564,0,0,0,240,0,0,0,0,0,0,0,0,0,6,2010,0,0,242000
324,325,326,45,1,5000,0,0,0,0,0,0,0,13,4,0,0,3,5,6,1941,1950,0,0,1,1,1,0.0,1,0,1,1,0,3,4,116,0,0,604,720,0,4,1,1,803,0,0,803,0,0,1,0,2,1,1,5,0,0,0,1,81.0,1,2,360,0,0,0,0,0,244,0,0,0,0,0,0,0,12,2007,0,0,87000
325,326,327,120,0,10846,0,0,1,0,0,3,0,1,0,0,3,1,8,5,1993,1993,0,0,4,7,1,0.0,0,0,0,0,0,1,0,1619,0,0,100,1719,0,0,0,0,1719,0,0,1719,2,0,1,1,1,1,0,6,0,2,2,0,5.0,2,2,473,0,0,0,122,30,0,0,0,0,0,0,0,0,5,2008,7,0,324000
326,327,328,20,0,11600,0,0,0,0,0,0,0,11,0,0,0,1,6,5,1960,1960,1,0,2,5,0,175.0,1,0,1,1,0,0,3,565,0,0,818,1383,0,2,0,0,1383,0,0,1383,0,0,1,1,3,1,1,7,0,0,0,0,14.0,0,1,292,0,0,0,0,45,0,0,0,0,0,0,0,0,4,2006,0,0,145250
327,328,329,75,0,11888,0,2,1,1,0,0,0,8,2,0,0,6,6,6,1916,1994,0,0,2,2,1,0.0,1,0,2,1,0,0,2,0,0,0,844,844,0,1,1,2,1445,689,0,2134,0,0,2,0,5,1,0,10,0,0,0,1,19.0,1,2,441,0,0,0,0,60,268,0,0,0,0,0,0,0,7,2009,0,0,214500
328,329,330,70,1,6402,0,0,0,0,0,2,0,13,0,0,0,0,5,5,1920,1950,0,0,2,2,1,0.0,1,0,0,1,0,2,2,0,0,0,596,596,0,2,1,0,596,596,0,1192,0,0,1,0,3,1,1,6,0,0,0,1,25.0,1,1,189,1,1,1,0,0,137,0,0,0,0,2,0,0,7,2009,0,0,78000
329,330,331,90,0,10624,0,0,1,0,0,0,0,11,0,0,2,1,5,4,1964,1964,0,0,3,3,0,84.0,1,0,1,1,0,0,0,40,4,264,1424,1728,0,2,0,0,1728,0,0,1728,0,1,2,0,6,2,1,10,0,0,0,1,20.0,1,1,352,0,0,0,155,0,0,0,0,0,0,0,0,0,11,2007,0,0,119000
330,331,332,20,0,8176,0,0,0,0,0,0,0,11,0,0,0,1,5,6,1958,1992,0,0,2,5,1,0.0,1,0,1,1,0,0,3,846,0,0,210,1056,0,3,0,0,1056,0,0,1056,1,0,1,0,3,1,1,6,0,0,0,0,18.0,0,1,308,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2007,0,0,139000
331,332,333,20,0,10655,0,0,1,0,0,0,0,10,0,0,0,1,8,5,2003,2004,0,0,0,0,0,296.0,0,0,0,0,0,0,0,1124,2,479,1603,3206,0,0,0,0,1629,0,0,1629,1,0,2,0,3,1,0,7,0,1,2,0,0.0,0,3,880,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2009,0,0,284000
332,333,334,120,1,8198,0,0,0,0,0,4,0,10,0,0,3,1,7,5,2004,2004,0,0,0,0,2,146.0,0,0,0,0,0,3,0,720,0,0,638,1358,0,0,0,0,1358,0,0,1358,1,0,2,0,2,1,0,6,0,1,2,0,6.0,0,2,484,0,0,0,192,30,0,0,0,0,0,0,0,0,7,2008,0,0,207000
333,334,335,60,0,9042,0,0,1,0,0,0,0,17,0,0,0,0,6,5,1998,1998,0,0,0,0,1,0.0,1,0,0,0,0,1,0,828,0,0,115,943,0,1,0,0,943,695,0,1638,1,0,2,1,3,1,1,7,0,2,1,0,3.0,2,2,472,0,0,0,100,38,0,0,0,0,0,0,0,0,7,2008,0,0,192000
334,335,336,190,0,164660,1,0,1,3,0,2,2,16,0,0,1,2,5,6,1965,1965,0,0,7,4,1,0.0,1,0,1,1,0,1,1,1249,1,147,103,1499,0,0,0,0,1619,167,0,1786,2,0,2,0,3,1,1,7,0,2,2,0,10.0,2,2,529,0,0,0,670,0,0,0,0,0,0,0,1,700,8,2008,0,0,228950
335,336,337,20,0,14157,0,0,1,3,0,2,0,18,0,0,0,1,9,5,2005,2006,1,0,0,0,2,200.0,0,0,0,2,0,1,0,1249,0,0,673,1922,0,0,0,0,1922,0,0,1922,1,0,2,0,3,1,0,8,0,1,2,0,11.0,2,3,676,0,0,0,178,51,0,0,0,0,0,0,0,0,7,2007,0,0,377426
336,337,338,20,0,9135,0,0,0,0,0,0,0,0,0,0,0,1,7,5,2002,2003,0,0,0,0,0,113.0,0,0,0,0,0,3,0,810,0,0,726,1536,0,0,0,0,1536,0,0,1536,1,0,2,0,3,1,0,7,0,0,0,0,20.0,0,2,532,0,0,0,192,74,0,0,0,0,0,0,0,0,12,2008,0,0,214000
337,338,339,20,0,14145,0,0,0,0,0,2,0,6,0,0,0,1,7,7,1984,1998,0,0,2,5,1,0.0,0,0,1,0,0,2,1,213,0,0,995,1208,0,0,0,0,1621,0,0,1621,1,0,2,0,3,1,0,8,0,0,0,0,61.0,0,2,440,0,0,0,108,45,0,0,0,0,0,0,1,400,5,2006,0,0,202500
338,339,340,20,0,12400,0,0,1,0,0,0,0,11,1,0,0,1,6,7,1958,1998,1,0,2,5,0,176.0,1,0,1,1,3,0,3,585,0,0,630,1215,0,2,0,2,1215,0,0,1215,0,0,1,0,3,1,1,6,0,0,0,0,18.0,1,1,297,0,0,0,0,0,0,0,234,0,0,0,0,0,6,2009,0,0,155000
339,340,341,60,0,14191,0,0,0,0,0,0,0,16,0,0,0,0,8,5,2002,2002,0,0,0,0,1,0.0,0,0,0,0,0,0,2,0,0,0,967,967,0,0,0,0,993,915,0,1908,0,0,2,1,4,1,0,9,0,0,0,0,20.0,2,2,431,0,0,0,135,0,0,0,0,0,0,0,0,0,4,2010,0,0,202900
340,341,342,20,4,8400,0,0,0,0,0,0,0,12,1,0,0,1,4,4,1950,1950,0,0,2,9,1,0.0,3,2,1,1,3,0,2,0,0,0,721,721,0,1,0,0,841,0,0,841,0,0,1,0,2,1,1,4,0,0,0,3,50.0,1,1,294,0,0,1,250,0,24,0,0,0,0,0,0,0,9,2009,0,0,82000
341,342,343,90,0,8544,0,0,0,0,0,0,0,11,0,0,2,1,3,4,1949,1950,0,0,9,8,0,340.0,1,0,4,3,2,4,5,0,2,0,0,0,3,3,1,2,1040,0,0,1040,0,0,2,0,2,2,1,6,0,0,0,1,74.0,1,2,400,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2006,0,0,87500
342,343,344,120,0,8849,0,0,1,0,0,0,0,10,0,0,3,1,9,5,2005,2005,1,0,1,1,0,616.0,2,0,0,2,0,0,0,28,0,0,1656,1684,0,0,0,0,1684,0,0,1684,0,0,2,0,2,1,2,6,0,1,4,0,11.0,0,2,564,0,0,0,495,72,0,0,0,0,0,0,0,0,7,2008,0,0,266000
343,344,345,160,1,2592,0,0,0,0,0,0,0,14,0,0,3,0,5,3,1976,1976,0,0,6,6,1,0.0,1,0,1,0,0,0,3,129,1,232,175,536,0,2,0,0,536,576,0,1112,0,0,1,1,3,1,1,4,0,0,0,0,1.0,1,1,336,0,0,0,182,0,0,0,0,0,0,0,0,0,4,2010,0,0,85000
344,345,346,50,0,6435,0,0,0,0,0,0,0,8,6,0,0,2,6,5,1939,1950,0,0,1,1,1,0.0,1,0,2,1,0,0,2,0,0,0,972,972,0,1,0,0,972,605,0,1577,0,0,1,0,3,1,3,6,0,1,2,1,9.0,1,1,312,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2006,0,0,140200
345,346,347,20,0,12772,0,0,1,0,0,3,0,11,0,0,0,1,6,8,1960,1998,1,0,1,1,1,0.0,1,1,1,1,0,2,4,498,0,0,460,958,0,2,0,0,958,0,0,958,0,0,1,0,2,1,1,5,0,0,0,0,14.0,0,1,301,0,0,0,0,0,0,0,0,0,0,0,2,15500,4,2007,0,0,151500
346,347,348,20,0,17600,0,0,1,0,0,0,0,11,0,0,0,1,6,5,1960,1960,0,0,2,5,0,30.0,1,0,1,1,0,0,4,1270,0,0,208,1478,0,0,0,2,1478,0,0,1478,1,0,2,0,3,1,1,6,0,2,2,0,14.0,1,2,498,0,0,0,0,40,0,0,0,0,0,0,0,0,12,2009,0,0,157500
347,348,349,160,0,2448,0,0,0,0,0,0,0,10,0,0,4,0,7,5,2003,2004,0,0,0,2,2,106.0,0,0,0,0,0,0,0,573,0,0,191,764,0,0,0,0,764,862,0,1626,1,0,2,1,2,1,0,6,0,0,0,2,0.0,0,2,474,0,0,0,0,27,0,0,0,0,0,0,0,0,10,2008,0,0,154000
348,349,350,60,0,20431,0,0,2,0,0,0,0,10,0,0,0,0,9,5,2005,2006,1,0,6,6,0,870.0,2,0,0,2,0,0,0,1410,0,0,438,1848,0,0,0,0,1848,880,0,2728,1,0,2,1,4,1,2,10,0,2,4,0,13.0,2,3,706,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2006,1,2,437154
349,350,351,120,0,7820,0,0,1,0,0,0,0,10,0,0,3,1,9,5,2007,2007,1,0,1,1,0,362.0,2,0,0,2,0,0,2,0,0,0,1869,1869,0,0,0,0,1869,0,0,1869,0,0,2,0,2,1,2,6,0,1,2,0,22.0,0,2,617,0,0,0,210,54,0,0,0,0,0,0,0,0,12,2007,1,2,318061
350,351,352,120,0,5271,0,0,1,2,0,0,1,19,0,0,0,1,7,5,1986,1986,0,0,2,5,1,0.0,1,0,0,0,0,1,0,1082,0,0,371,1453,0,1,0,0,1453,0,0,1453,1,0,1,1,2,1,0,6,0,1,1,0,64.0,0,2,445,0,0,0,0,80,0,0,184,0,0,0,0,0,12,2006,0,1,190000
351,352,353,50,0,9084,0,0,0,0,0,0,0,15,3,0,0,2,5,6,1941,1950,0,0,0,0,1,0.0,1,0,1,1,3,2,6,236,4,380,0,616,0,2,1,0,616,495,0,1111,0,1,1,0,3,1,1,5,0,0,0,1,81.0,1,1,200,0,1,0,48,0,0,0,0,0,0,0,0,0,3,2008,6,0,95000
352,353,354,30,1,8520,0,0,0,0,0,0,0,7,0,0,0,1,6,8,1928,2003,0,0,0,0,1,0.0,1,1,2,1,0,0,2,0,0,0,624,624,0,1,0,0,720,0,0,720,0,0,1,0,2,1,1,5,0,0,0,1,11.0,1,2,484,0,0,0,106,0,0,0,0,0,0,0,0,0,5,2010,0,0,105900
353,354,355,50,0,8400,0,0,0,1,0,0,0,23,0,0,0,2,6,5,1940,2000,0,0,2,1,1,0.0,1,0,1,1,0,0,6,388,0,0,552,940,0,0,0,0,1192,403,0,1595,0,0,1,0,2,1,1,6,0,2,2,0,73.0,1,1,240,0,0,0,0,0,108,0,0,0,0,0,0,0,6,2006,0,0,140000
354,355,356,20,0,11249,0,0,2,0,0,0,0,0,0,0,0,1,6,5,1995,1995,0,0,0,0,1,0.0,0,1,0,0,1,0,1,334,1,544,322,1200,0,0,0,0,1200,0,0,1200,1,0,2,0,3,1,0,6,0,0,0,0,28.0,0,2,521,0,0,0,0,26,0,0,0,0,0,0,0,0,8,2007,0,0,177500
355,356,357,20,0,9248,0,0,1,0,0,0,0,17,0,0,0,1,6,6,1992,1992,0,0,3,3,0,106.0,1,0,0,0,0,0,0,560,0,0,598,1158,0,1,0,0,1167,0,0,1167,1,0,2,0,3,1,0,6,0,0,0,0,79.0,0,2,400,0,0,0,120,26,0,0,0,0,0,0,0,0,7,2009,0,0,173000
356,357,358,120,1,4224,0,0,0,0,0,0,0,14,0,0,3,1,5,5,1976,1976,0,0,6,6,1,0.0,1,0,0,0,0,0,1,874,0,0,268,1142,0,2,0,0,1142,0,0,1142,1,0,1,1,3,1,1,6,0,1,5,0,1.0,2,2,528,0,0,0,536,90,0,0,0,0,0,1,0,0,8,2007,0,0,134000
357,358,359,80,0,6930,0,0,1,0,0,0,0,19,0,0,0,5,5,4,1958,1958,1,0,2,11,0,120.0,1,0,1,1,0,3,4,300,4,294,468,1062,0,0,0,1,1352,0,0,1352,0,1,1,0,3,1,0,6,3,0,0,2,18.0,1,1,288,0,0,0,168,0,294,0,0,0,0,0,0,0,7,2006,0,1,130000
358,359,360,60,0,12011,0,0,1,0,0,3,0,3,0,0,0,0,8,5,1998,1998,0,0,0,0,0,530.0,0,0,0,0,0,3,0,956,0,0,130,1086,0,0,0,0,1086,838,0,1924,1,0,2,1,3,1,0,7,0,1,1,0,3.0,0,2,592,0,0,0,208,75,0,0,374,0,0,0,0,0,6,2006,0,0,280000
